"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13443","frames","chromium","Thu Nov 14 17:55:53 IST 2024","passed","Thu Nov 14 17:56:06 IST 2024","","frames.spec.js","",""
